accelerometerXAxis,accelerometerYAxis,accelerometerZAxis,gyroscopeXAxis,gyroscopeYAxis,gyroscopeZAxis
"[0.3076616436276224, 0.0, 0.7807236872194802, 0.6179538081893985]","[0.549389205763016, 0.3648606095542947, 0.4982820338586021, 0.5486328082826832]","[0.4650387191293428, 0.8221834449560486, 0.5167952071996651, 0.8533968187526162]","[0.4325259350098049, 0.107266424011508, 0.3633217861467946, 0.4775086353316687]","[0.5515695029708424, 0.6547085123309032, 0.5246636693888791, 0.6591928202068145]","[0.7721518887184065, 0.7848101342773218, 0.7468354458472762, 0.7088607574172306]"
"[0.0, 0.7807236872194802, 0.6179538081893985, 0.5130273068195818]","[0.3648606095542947, 0.4982820338586021, 0.5486328082826832, 0.0932461507809018]","[0.8221834449560486, 0.5167952071996651, 0.8533968187526162, 0.8706990372540812]","[0.107266424011508, 0.3633217861467946, 0.4775086353316687, 0.1522491111448269]","[0.6547085123309032, 0.5246636693888791, 0.6591928202068145, 0.4529147946499405]","[0.7848101342773218, 0.7468354458472762, 0.7088607574172306, 0.8101265771484522]"
"[0.7807236872194802, 0.6179538081893985, 0.5130273068195818, 0.4033314073182701]","[0.4982820338586021, 0.5486328082826832, 0.0932461507809018, 1.0]","[0.5167952071996651, 0.8533968187526162, 0.8706990372540812, 0.2546044370029301]","[0.3633217861467946, 0.4775086353316687, 0.1522491111448269, 1.0]","[0.5246636693888791, 0.6591928202068145, 0.4529147946499405, 0.0]","[0.7468354458472762, 0.7088607574172306, 0.8101265771484522, 0.65822786202563]"
"[0.6179538081893985, 0.5130273068195818, 0.4033314073182701, 0.6347328270223699]","[0.5486328082826832, 0.0932461507809018, 1.0, 0.5028267983906269]","[0.8533968187526162, 0.8706990372540812, 0.2546044370029301, 0.7369024696525743]","[0.4775086353316687, 0.1522491111448269, 1.0, 0.4602075961376344]","[0.6591928202068145, 0.4529147946499405, 0.0, 0.3542600897474148]","[0.7088607574172306, 0.8101265771484522, 0.65822786202563, 0.6962025311569955]"
"[0.5130273068195818, 0.4033314073182701, 0.6347328270223699, 0.8652038223016629]","[0.0932461507809018, 1.0, 0.5028267983906269, 0.4699846872041233]","[0.8706990372540812, 0.2546044370029301, 0.7369024696525743, 0.4906477605692758]","[0.1522491111448269, 1.0, 0.4602075961376344, 0.5051902938217893]","[0.4529147946499405, 0.0, 0.3542600897474148, 0.5336322817223256]","[0.8101265771484522, 0.65822786202563, 0.6962025311569955, 0.9240506424385888]"
"[0.4033314073182701, 0.6347328270223699, 0.8652038223016629, 0.6860654934739533]","[1.0, 0.5028267983906269, 0.4699846872041233, 0.4533797259302348]","[0.2546044370029301, 0.7369024696525743, 0.4906477605692758, 0.6192758476349938]","[1.0, 0.4602075961376344, 0.5051902938217893, 0.3806228253408289]","[0.0, 0.3542600897474148, 0.5336322817223256, 0.5515695029708424]","[0.65822786202563, 0.6962025311569955, 0.9240506424385888, 1.0]"
"[0.6347328270223699, 0.8652038223016629, 0.6860654934739533, 0.5913039557192166]","[0.5028267983906269, 0.4699846872041233, 0.4533797259302348, 0.4419845668086766]","[0.7369024696525743, 0.4906477605692758, 0.6192758476349938, 0.4427914399330264]","[0.4602075961376344, 0.5051902938217893, 0.3806228253408289, 0.5259515429647975]","[0.3542600897474148, 0.5336322817223256, 0.5515695029708424, 0.520179364931344]","[0.6962025311569955, 0.9240506424385888, 1.0, 0.9620253115699544]"
"[0.8652038223016629, 0.6860654934739533, 0.5913039557192166, 0.4814457716153536]","[0.4699846872041233, 0.4533797259302348, 0.4419845668086766, 0.4950007262986186]","[0.4906477605692758, 0.6192758476349938, 0.4427914399330264, 0.0168925282544997]","[0.5051902938217893, 0.3806228253408289, 0.5259515429647975, 0.602076109088047]","[0.5336322817223256, 0.5515695029708424, 0.520179364931344, 0.5112107560162736]","[0.9240506424385888, 1.0, 0.9620253115699544, 0.721519002976146]"
"[0.6860654934739533, 0.5913039557192166, 0.4814457716153536, 0.529145766094059]","[0.4533797259302348, 0.4419845668086766, 0.4950007262986186, 0.4627863563168677]","[0.6192758476349938, 0.4427914399330264, 0.0168925282544997, 0.1178657388028463]","[0.3806228253408289, 0.5259515429647975, 0.602076109088047, 0.162629740991749]","[0.5515695029708424, 0.520179364931344, 0.5112107560162736, 0.1973094098050513]","[1.0, 0.9620253115699544, 0.721519002976146, 0.8860759540085433]"
"[0.5913039557192166, 0.4814457716153536, 0.529145766094059, 1.0]","[0.4419845668086766, 0.4950007262986186, 0.4627863563168677, 0.4368446545403151]","[0.4427914399330264, 0.0168925282544997, 0.1178657388028463, 0.6947587902888238]","[0.5259515429647975, 0.602076109088047, 0.162629740991749, 0.7577854512835197]","[0.520179364931344, 0.5112107560162736, 0.1973094098050513, 0.7892376665672147]","[0.9620253115699544, 0.721519002976146, 0.8860759540085433, 0.2911392715307896]"
"[0.4814457716153536, 0.529145766094059, 1.0, 0.4833309954262099]","[0.4950007262986186, 0.4627863563168677, 0.4368446545403151, 0.4761096828492645]","[0.0168925282544997, 0.1178657388028463, 0.6947587902888238, 1.0]","[0.602076109088047, 0.162629740991749, 0.7577854512835197, 0.3979238618971542]","[0.5112107560162736, 0.1973094098050513, 0.7892376665672147, 1.0]","[0.721519002976146, 0.8860759540085433, 0.2911392715307896, 0.518987363513703]"
"[0.529145766094059, 1.0, 0.4833309954262099, 0.4186355850738802]","[0.4627863563168677, 0.4368446545403151, 0.4761096828492645, 0.5177108899644506]","[0.1178657388028463, 0.6947587902888238, 1.0, 0.1320024068647969]","[0.162629740991749, 0.7577854512835197, 0.3979238618971542, 0.7197231629464771]","[0.1973094098050513, 0.7892376665672147, 1.0, 0.7578475251093402]","[0.8860759540085433, 0.2911392715307896, 0.518987363513703, 0.5569620326450684]"
"[1.0, 0.4833309954262099, 0.4186355850738802, 0.558099497232554]","[0.4368446545403151, 0.4761096828492645, 0.5177108899644506, 0.4584240252385498]","[0.6947587902888238, 1.0, 0.1320024068647969, 0.3947551276684805]","[0.7577854512835197, 0.3979238618971542, 0.7197231629464771, 0.0]","[0.7892376665672147, 1.0, 0.7578475251093402, 0.19282510192914]","[0.2911392715307896, 0.518987363513703, 0.5569620326450684, 0.392405081612671]"
"[0.4833309954262099, 0.4186355850738802, 0.558099497232554, 0.2874703539438319]","[0.4761096828492645, 0.5177108899644506, 0.4584240252385498, 0.4749885820622562]","[1.0, 0.1320024068647969, 0.3947551276684805, 0.249136144830473]","[0.3979238618971542, 0.7197231629464771, 0.0, 0.6228373476802194]","[1.0, 0.7578475251093402, 0.19282510192914, 0.7264573973249703]","[0.518987363513703, 0.5569620326450684, 0.392405081612671, 0.6202531735955844]"
"[0.4186355850738802, 0.558099497232554, 0.2874703539438319, 0.4995727692218312]","[0.5177108899644506, 0.4584240252385498, 0.4749885820622562, 0.0]","[0.1320024068647969, 0.3947551276684805, 0.249136144830473, 0.4235077438258686]","[0.7197231629464771, 0.0, 0.6228373476802194, 0.0242214274394746]","[0.7578475251093402, 0.19282510192914, 0.7264573973249703, 0.8654708457636885]","[0.5569620326450684, 0.392405081612671, 0.6202531735955844, 0.8987341754441085]"
"[0.558099497232554, 0.2874703539438319, 0.4995727692218312, 0.9012349827995187]","[0.4584240252385498, 0.4749885820622562, 0.0, 0.2653128981146989]","[0.3947551276684805, 0.249136144830473, 0.4235077438258686, 0.4635632063624947]","[0.0, 0.6228373476802194, 0.0242214274394746, 0.4775086353316687]","[0.19282510192914, 0.7264573973249703, 0.8654708457636885, 0.2780268968774364]","[0.392405081612671, 0.6202531735955844, 0.8987341754441085, 0.0]"
"[0.2874703539438319, 0.4995727692218312, 0.9012349827995187, 0.4014014548570207]","[0.4749885820622562, 0.0, 0.2653128981146989, 0.4635835627008309]","[0.249136144830473, 0.4235077438258686, 0.4635632063624947, 0.4454801484438949]","[0.6228373476802194, 0.0242214274394746, 0.4775086353316687, 0.670731697255512]","[0.7264573973249703, 0.8654708457636885, 0.2780268968774364, 0.559055109792025]","[0.6202531735955844, 0.8987341754441085, 0.0, 0.5833333474499611]"
"[0.4995727692218312, 0.9012349827995187, 0.4014014548570207, 0.3757321520814506]","[0.0, 0.2653128981146989, 0.4635835627008309, 0.4471500952860427]","[0.4235077438258686, 0.4635632063624947, 0.4454801484438949, 0.3468249417229675]","[0.0242214274394746, 0.4775086353316687, 0.670731697255512, 0.6402438940496663]","[0.8654708457636885, 0.2780268968774364, 0.559055109792025, 0.5039369985160281]","[0.8987341754441085, 0.0, 0.5833333474499611, 0.5277777674844034]"
"[0.9012349827995187, 0.4014014548570207, 0.3757321520814506, 0.3588885545157282]","[0.2653128981146989, 0.4635835627008309, 0.4471500952860427, 0.4250997605250678]","[0.4635632063624947, 0.4454801484438949, 0.3468249417229675, 0.5357312067468338]","[0.4775086353316687, 0.670731697255512, 0.6402438940496663, 0.7012195074335944]","[0.2780268968774364, 0.559055109792025, 0.5039369985160281, 0.5748031353684518]","[0.0, 0.5833333474499611, 0.5277777674844034, 0.5833333474499611]"
"[0.4014014548570207, 0.3757321520814506, 0.3588885545157282, 0.3513218582790707]","[0.4635835627008309, 0.4471500952860427, 0.4250997605250678, 0.554277913498844]","[0.4454801484438949, 0.3468249417229675, 0.5357312067468338, 0.3643640990562583]","[0.670731697255512, 0.6402438940496663, 0.7012195074335944, 0.6524390212584058]","[0.559055109792025, 0.5039369985160281, 0.5748031353684518, 0.559055109792025]","[0.5833333474499611, 0.5277777674844034, 0.5833333474499611, 0.5277777674844034]"
"[0.3757321520814506, 0.3588885545157282, 0.3513218582790707, 0.4699167338663056]","[0.4471500952860427, 0.4250997605250678, 0.554277913498844, 0.659460293316133]","[0.3468249417229675, 0.5357312067468338, 0.3643640990562583, 0.601284959369238]","[0.6402438940496663, 0.7012195074335944, 0.6524390212584058, 0.7865853624525674]","[0.5039369985160281, 0.5748031353684518, 0.559055109792025, 0.5826771609116497]","[0.5277777674844034, 0.5833333474499611, 0.5277777674844034, 0.7222222245749935]"
"[0.3588885545157282, 0.3513218582790707, 0.4699167338663056, 0.5637552140946871]","[0.4250997605250678, 0.554277913498844, 0.659460293316133, 0.7482197208740247]","[0.5357312067468338, 0.3643640990562583, 0.601284959369238, 0.563807808101043]","[0.7012195074335944, 0.6524390212584058, 0.7865853624525674, 0.7560975557606033]","[0.5748031353684518, 0.559055109792025, 0.5826771609116497, 0.6220472361071149]","[0.5833333474499611, 0.5277777674844034, 0.7222222245749935, 0.4722222325155966]"
"[0.3513218582790707, 0.4699167338663056, 0.5637552140946871, 0.5945132481328205]","[0.554277913498844, 0.659460293316133, 0.7482197208740247, 0.47831342222104]","[0.3643640990562583, 0.601284959369238, 0.563807808101043, 0.5287005977910775]","[0.6524390212584058, 0.7865853624525674, 0.7560975557606033, 0.7987804832700899]","[0.559055109792025, 0.5826771609116497, 0.6220472361071149, 0.5669291225802384]","[0.5277777674844034, 0.7222222245749935, 0.4722222325155966, 0.5]"
"[0.4699167338663056, 0.5637552140946871, 0.5945132481328205, 0.2647431386120726]","[0.659460293316133, 0.7482197208740247, 0.47831342222104, 0.4392294404750049]","[0.601284959369238, 0.563807808101043, 0.5287005977910775, 0.5635223390724399]","[0.7865853624525674, 0.7560975557606033, 0.7987804832700899, 0.7195121840117202]","[0.5826771609116497, 0.6220472361071149, 0.5669291225802384, 0.5196850345965598]","[0.7222222245749935, 0.4722222325155966, 0.5, 0.3888888877125032]"
"[0.5637552140946871, 0.5945132481328205, 0.2647431386120726, 0.5681190026452689]","[0.7482197208740247, 0.47831342222104, 0.4392294404750049, 0.2270925134661086]","[0.563807808101043, 0.5287005977910775, 0.5635223390724399, 0.5579101076462356]","[0.7560975557606033, 0.7987804832700899, 0.7195121840117202, 0.5670731691445314]","[0.6220472361071149, 0.5669291225802384, 0.5196850345965598, 0.559055109792025]","[0.4722222325155966, 0.5, 0.3888888877125032, 0.5]"
"[0.5945132481328205, 0.2647431386120726, 0.5681190026452689, 0.1241618777807084]","[0.47831342222104, 0.4392294404750049, 0.2270925134661086, 0.3534398353582803]","[0.5287005977910775, 0.5635223390724399, 0.5579101076462356, 0.399406045068236]","[0.7987804832700899, 0.7195121840117202, 0.5670731691445314, 0.3963414498102696]","[0.5669291225802384, 0.5196850345965598, 0.559055109792025, 0.7244094436200156]","[0.5, 0.3888888877125032, 0.5, 0.4444444650311932]"
"[0.2647431386120726, 0.5681190026452689, 0.1241618777807084, 0.4858036636140695]","[0.4392294404750049, 0.2270925134661086, 0.3534398353582803, 0.6922795592430666]","[0.5635223390724399, 0.5579101076462356, 0.399406045068236, 0.3510272650323357]","[0.7195121840117202, 0.5670731691445314, 0.3963414498102696, 0.9329268215591529]","[0.5196850345965598, 0.559055109792025, 0.7244094436200156, 0.6929133834636435]","[0.3888888877125032, 0.5, 0.4444444650311932, 0.4444444650311932]"
"[0.5681190026452689, 0.1241618777807084, 0.4858036636140695, 0.39440461585802]","[0.2270925134661086, 0.3534398353582803, 0.6922795592430666, 0.2525084540475477]","[0.5579101076462356, 0.399406045068236, 0.3510272650323357, 0.1863778962277734]","[0.5670731691445314, 0.3963414498102696, 0.9329268215591529, 0.6158536524146213]","[0.559055109792025, 0.7244094436200156, 0.6929133834636435, 0.6771653413807661]","[0.5, 0.4444444650311932, 0.4444444650311932, 0.3888888877125032]"
"[0.1241618777807084, 0.4858036636140695, 0.39440461585802, 0.3292103287741376]","[0.3534398353582803, 0.6922795592430666, 0.2525084540475477, 0.4246943031308317]","[0.399406045068236, 0.3510272650323357, 0.1863778962277734, 0.6832977701032721]","[0.3963414498102696, 0.9329268215591529, 0.6158536524146213, 0.8475609665401798]","[0.7244094436200156, 0.6929133834636435, 0.6771653413807661, 0.3385826646880374]","[0.4444444650311932, 0.4444444650311932, 0.3888888877125032, 0.6666666948999221]"
"[0.4858036636140695, 0.39440461585802, 0.3292103287741376, 0.338995085251951]","[0.6922795592430666, 0.2525084540475477, 0.4246943031308317, 0.0908694844394971]","[0.3510272650323357, 0.1863778962277734, 0.6832977701032721, 0.2825176873720558]","[0.9329268215591529, 0.6158536524146213, 0.8475609665401798, 0.2195121933080359]","[0.6929133834636435, 0.6771653413807661, 0.3385826646880374, 0.4094488060422204]","[0.4444444650311932, 0.3888888877125032, 0.6666666948999221, 0.4166666525500389]"
"[0.39440461585802, 0.3292103287741376, 0.338995085251951, 0.4240536021417161]","[0.2525084540475477, 0.4246943031308317, 0.0908694844394971, 0.5406891872393373]","[0.1863778962277734, 0.6832977701032721, 0.2825176873720558, 0.2918200917386857]","[0.6158536524146213, 0.8475609665401798, 0.2195121933080359, 0.7195121840117202]","[0.6771653413807661, 0.3385826646880374, 0.4094488060422204, 1.0]","[0.3888888877125032, 0.6666666948999221, 0.4166666525500389, 0.6388888771250324]"
"[0.3292103287741376, 0.338995085251951, 0.4240536021417161, 0.1373552635858046]","[0.4246943031308317, 0.0908694844394971, 0.5406891872393373, 1.0]","[0.6832977701032721, 0.2825176873720558, 0.2918200917386857, 0.1131812459303226]","[0.8475609665401798, 0.2195121933080359, 0.7195121840117202, 1.0]","[0.3385826646880374, 0.4094488060422204, 1.0, 0.3070866045316653]","[0.6666666948999221, 0.4166666525500389, 0.6388888771250324, 0.4166666525500389]"
"[0.338995085251951, 0.4240536021417161, 0.1373552635858046, 0.3594168275143344]","[0.0908694844394971, 0.5406891872393373, 1.0, 0.8089966896842794]","[0.2825176873720558, 0.2918200917386857, 0.1131812459303226, 0.5186643437226457]","[0.2195121933080359, 0.7195121840117202, 1.0, 0.920731710037946]","[0.4094488060422204, 1.0, 0.3070866045316653, 0.6220472361071149]","[0.4166666525500389, 0.6388888771250324, 0.4166666525500389, 0.4722222325155966]"
"[0.4240536021417161, 0.1373552635858046, 0.3594168275143344, 0.3352227003558809]","[0.5406891872393373, 1.0, 0.8089966896842794, 0.4248755256715509]","[0.2918200917386857, 0.1131812459303226, 0.5186643437226457, 0.37445017319949]","[0.7195121840117202, 1.0, 0.920731710037946, 0.689024381967914]","[1.0, 0.3070866045316653, 0.6220472361071149, 0.3622047158076621]","[0.6388888771250324, 0.4166666525500389, 0.4722222325155966, 0.4444444650311932]"
"[0.1373552635858046, 0.3594168275143344, 0.3352227003558809, 0.4145031269597335]","[1.0, 0.8089966896842794, 0.4248755256715509, 0.6520655003316405]","[0.1131812459303226, 0.5186643437226457, 0.37445017319949, 0.0]","[1.0, 0.920731710037946, 0.689024381967914, 0.7499999907036843]","[0.3070866045316653, 0.6220472361071149, 0.3622047158076621, 0.4803149594010946]","[0.4166666525500389, 0.4722222325155966, 0.4444444650311932, 0.5]"
"[0.3594168275143344, 0.3352227003558809, 0.4145031269597335, 0.133726321858279]","[0.8089966896842794, 0.4248755256715509, 0.6520655003316405, 0.6237917395689483]","[0.5186643437226457, 0.37445017319949, 0.0, 0.4206533103256184]","[0.920731710037946, 0.689024381967914, 0.7499999907036843, 0.6219512081752246]","[0.6220472361071149, 0.3622047158076621, 0.4803149594010946, 0.5039369985160281]","[0.4722222325155966, 0.4444444650311932, 0.5, 0.5277777674844034]"
"[0.3352227003558809, 0.4145031269597335, 0.133726321858279, 0.0]","[0.4248755256715509, 0.6520655003316405, 0.6237917395689483, 0.6443475992539912]","[0.37445017319949, 0.0, 0.4206533103256184, 0.8807511671598024]","[0.689024381967914, 0.7499999907036843, 0.6219512081752246, 0.7926829182131707]","[0.3622047158076621, 0.4803149594010946, 0.5039369985160281, 0.5984251849874902]","[0.4444444650311932, 0.5, 0.5277777674844034, 0.8611111017000259]"
